X (g),Y (g),Z (g),Timestamp,acceleration (g),time (s)
0.93,-0.27,0.19,2025-02-11 10:50:54,0.9868637190615531,0.0
0.93,-0.27,0.19,2025-02-11 10:50:54,0.9868637190615531,0.009615384615384616
0.94,-0.27,0.2,2025-02-11 10:50:54,0.9982484660644363,0.019230769230769232
0.94,-0.26,0.2,2025-02-11 10:50:54,0.9955902771722914,0.028846153846153848
0.95,-0.26,0.21,2025-02-11 10:50:54,1.0070749723828907,0.038461538461538464
0.95,-0.26,0.21,2025-02-11 10:50:54,1.0070749723828907,0.04807692307692308
0.96,-0.25,0.21,2025-02-11 10:50:54,1.0140019723846694,0.057692307692307696
0.97,-0.25,0.2,2025-02-11 10:50:54,1.0214695296483396,0.06730769230769232
0.97,-0.25,0.18,2025-02-11 10:50:54,1.017742600071354,0.07692307692307693
0.97,-0.24,0.17,2025-02-11 10:50:54,1.0136074190730846,0.08653846153846154
0.97,-0.24,0.16,2025-02-11 10:50:54,1.0119782606360672,0.09615384615384616
0.98,-0.23,0.15,2025-02-11 10:50:54,1.0177426000713539,0.10576923076923078
0.98,-0.23,0.14,2025-02-11 10:50:54,1.016316879718132,0.11538461538461539
0.98,-0.23,0.12,2025-02-11 10:50:54,1.013755394560246,0.125
0.99,-0.22,0.11,2025-02-11 10:50:54,1.0200980345045274,0.13461538461538464
0.99,-0.21,0.1,2025-02-11 10:50:54,1.0169562429131354,0.14423076923076925
0.99,-0.21,0.1,2025-02-11 10:50:54,1.0169562429131354,0.15384615384615385
0.99,-0.21,0.1,2025-02-11 10:50:54,1.0169562429131354,0.16346153846153846
0.98,-0.22,0.11,2025-02-11 10:50:54,1.0103959619871805,0.17307692307692307
0.98,-0.23,0.11,2025-02-11 10:50:54,1.0126203632161461,0.1826923076923077
0.98,-0.23,0.12,2025-02-11 10:50:54,1.013755394560246,0.19230769230769232
0.97,-0.24,0.11,2025-02-11 10:50:54,1.0052860289489753,0.20192307692307693
0.96,-0.25,0.1,2025-02-11 10:50:54,0.9970456358662827,0.21153846153846156
0.94,-0.26,0.09,2025-02-11 10:50:54,0.979438614717635,0.22115384615384617
0.92,-0.26,0.07,2025-02-11 10:50:54,0.9585927185202274,0.23076923076923078
0.89,-0.28,0.06,2025-02-11 10:50:54,0.9349331526906082,0.2403846153846154
0.85,-0.28,0.06,2025-02-11 10:50:54,0.8969392398596462,0.25
0.82,-0.28,0.07,2025-02-11 10:50:54,0.8693100712634129,0.25961538461538464
0.77,-0.28,0.07,2025-02-11 10:50:54,0.8223138087129511,0.2692307692307693
0.73,-0.3,0.08,2025-02-11 10:50:54,0.7932843122109499,0.27884615384615385
0.69,-0.3,0.09,2025-02-11 10:50:54,0.7577598564189053,0.2884615384615385
0.66,-0.31,0.09,2025-02-11 10:50:54,0.7347108274688757,0.2980769230769231
0.63,-0.31,0.09,2025-02-11 10:50:54,0.7078841713161836,0.3076923076923077
