X (g),Y (g),Z (g),Timestamp,time (s)
0.93,-0.16,0.29,2025-02-11 10:52:58,0.0
0.93,-0.16,0.29,2025-02-11 10:52:58,0.012658227848101266
0.93,-0.16,0.28,2025-02-11 10:52:58,0.02531645569620253
0.93,-0.16,0.28,2025-02-11 10:52:58,0.0379746835443038
0.93,-0.16,0.28,2025-02-11 10:52:58,0.05063291139240506
0.93,-0.16,0.28,2025-02-11 10:52:58,0.06329113924050633
0.93,-0.16,0.28,2025-02-11 10:52:58,0.0759493670886076
0.93,-0.16,0.28,2025-02-11 10:52:58,0.08860759493670886
0.93,-0.16,0.29,2025-02-11 10:52:58,0.10126582278481013
0.93,-0.17,0.29,2025-02-11 10:52:58,0.11392405063291139
0.93,-0.17,0.29,2025-02-11 10:52:58,0.12658227848101267
0.93,-0.17,0.29,2025-02-11 10:52:58,0.13924050632911392
0.93,-0.17,0.29,2025-02-11 10:52:58,0.1518987341772152
0.93,-0.17,0.3,2025-02-11 10:52:58,0.16455696202531644
0.93,-0.17,0.29,2025-02-11 10:52:58,0.17721518987341772
0.93,-0.18,0.28,2025-02-11 10:52:58,0.18987341772151897
0.93,-0.16,0.29,2025-02-11 10:52:58,0.20253164556962025
0.93,-0.15,0.28,2025-02-11 10:52:58,0.21518987341772153
0.93,-0.15,0.28,2025-02-11 10:52:58,0.22784810126582278
0.93,-0.15,0.28,2025-02-11 10:52:58,0.24050632911392406
0.93,-0.15,0.28,2025-02-11 10:52:58,0.25316455696202533
0.92,-0.14,0.29,2025-02-11 10:52:58,0.26582278481012656
0.93,-0.15,0.29,2025-02-11 10:52:58,0.27848101265822783
0.93,-0.15,0.29,2025-02-11 10:52:58,0.2911392405063291
0.93,-0.16,0.3,2025-02-11 10:52:58,0.3037974683544304
0.92,-0.15,0.29,2025-02-11 10:52:58,0.31645569620253167
0.92,-0.16,0.29,2025-02-11 10:52:58,0.3291139240506329
0.93,-0.16,0.29,2025-02-11 10:52:58,0.34177215189873417
0.93,-0.17,0.29,2025-02-11 10:52:58,0.35443037974683544
0.93,-0.17,0.29,2025-02-11 10:52:58,0.3670886075949367
0.94,-0.17,0.29,2025-02-11 10:52:58,0.37974683544303794
0.94,-0.17,0.28,2025-02-11 10:52:58,0.3924050632911392
0.93,-0.17,0.28,2025-02-11 10:52:58,0.4050632911392405
0.93,-0.17,0.28,2025-02-11 10:52:58,0.4177215189873418
0.93,-0.16,0.29,2025-02-11 10:52:58,0.43037974683544306
0.93,-0.16,0.3,2025-02-11 10:52:58,0.4430379746835443
0.93,-0.16,0.3,2025-02-11 10:52:58,0.45569620253164556
0.92,-0.16,0.3,2025-02-11 10:52:58,0.46835443037974683
0.92,-0.16,0.3,2025-02-11 10:52:58,0.4810126582278481
0.92,-0.16,0.3,2025-02-11 10:52:58,0.49367088607594933
0.92,-0.16,0.29,2025-02-11 10:52:58,0.5063291139240507
0.92,-0.16,0.29,2025-02-11 10:52:58,0.5189873417721519
0.93,-0.16,0.29,2025-02-11 10:52:58,0.5316455696202531
0.93,-0.16,0.29,2025-02-11 10:52:58,0.5443037974683544
0.93,-0.16,0.3,2025-02-11 10:52:58,0.5569620253164557
0.93,-0.16,0.3,2025-02-11 10:52:58,0.569620253164557
0.93,-0.16,0.3,2025-02-11 10:52:58,0.5822784810126582
0.93,-0.16,0.3,2025-02-11 10:52:58,0.5949367088607594
0.93,-0.16,0.3,2025-02-11 10:52:58,0.6075949367088608
0.93,-0.16,0.3,2025-02-11 10:52:58,0.620253164556962
0.93,-0.16,0.29,2025-02-11 10:52:58,0.6329113924050633
0.94,-0.16,0.29,2025-02-11 10:52:58,0.6455696202531646
0.95,-0.16,0.29,2025-02-11 10:52:58,0.6582278481012658
0.95,-0.16,0.28,2025-02-11 10:52:58,0.6708860759493671
0.96,-0.15,0.29,2025-02-11 10:52:58,0.6835443037974683
0.95,-0.15,0.28,2025-02-11 10:52:58,0.6962025316455696
0.95,-0.16,0.28,2025-02-11 10:52:58,0.7088607594936709
0.96,-0.16,0.28,2025-02-11 10:52:58,0.7215189873417721
0.96,-0.16,0.27,2025-02-11 10:52:58,0.7341772151898734
0.96,-0.16,0.27,2025-02-11 10:52:58,0.7468354430379747
0.96,-0.16,0.27,2025-02-11 10:52:58,0.7594936708860759
0.96,-0.16,0.26,2025-02-11 10:52:58,0.7721518987341772
0.96,-0.16,0.26,2025-02-11 10:52:58,0.7848101265822784
0.95,-0.16,0.26,2025-02-11 10:52:58,0.7974683544303798
0.94,-0.17,0.26,2025-02-11 10:52:58,0.810126582278481
0.9,-0.17,0.25,2025-02-11 10:52:58,0.8227848101265822
0.87,-0.17,0.25,2025-02-11 10:52:58,0.8354430379746836
0.84,-0.18,0.27,2025-02-11 10:52:58,0.8481012658227848
1.01,-0.17,0.35,2025-02-11 10:52:58,0.8607594936708861
1.04,-0.17,0.36,2025-02-11 10:52:58,0.8734177215189873
1.06,-0.17,0.36,2025-02-11 10:52:58,0.8860759493670886
1.06,-0.17,0.36,2025-02-11 10:52:58,0.8987341772151899
1.04,-0.18,0.35,2025-02-11 10:52:58,0.9113924050632911
1.02,-0.19,0.34,2025-02-11 10:52:58,0.9240506329113924
1.0,-0.2,0.34,2025-02-11 10:52:58,0.9367088607594937
0.99,-0.21,0.33,2025-02-11 10:52:58,0.9493670886075949
0.97,-0.22,0.33,2025-02-11 10:52:58,0.9620253164556962
0.95,-0.24,0.34,2025-02-11 10:52:58,0.9746835443037974
0.94,-0.23,0.35,2025-02-11 10:52:58,0.9873417721518987
0.94,-0.22,0.34,2025-02-11 10:52:59,1.0
0.93,-0.22,0.34,2025-02-11 10:52:59,1.010204081632653
0.93,-0.22,0.31,2025-02-11 10:52:59,1.0204081632653061
0.92,-0.23,0.29,2025-02-11 10:52:59,1.030612244897959
0.92,-0.23,0.27,2025-02-11 10:52:59,1.0408163265306123
0.91,-0.23,0.24,2025-02-11 10:52:59,1.0510204081632653
0.9,-0.23,0.23,2025-02-11 10:52:59,1.0612244897959184
0.9,-0.25,0.21,2025-02-11 10:52:59,1.0714285714285714
0.9,-0.27,0.2,2025-02-11 10:52:59,1.0816326530612246
0.89,-0.29,0.2,2025-02-11 10:52:59,1.0918367346938775
0.89,-0.28,0.2,2025-02-11 10:52:59,1.1020408163265305
0.9,-0.27,0.19,2025-02-11 10:52:59,1.1122448979591837
0.91,-0.28,0.2,2025-02-11 10:52:59,1.1224489795918366
0.93,-0.28,0.19,2025-02-11 10:52:59,1.1326530612244898
0.95,-0.28,0.17,2025-02-11 10:52:59,1.1428571428571428
0.97,-0.29,0.18,2025-02-11 10:52:59,1.153061224489796
1.0,-0.3,0.19,2025-02-11 10:52:59,1.163265306122449
1.0,-0.32,0.2,2025-02-11 10:52:59,1.1734693877551021
0.99,-0.34,0.21,2025-02-11 10:52:59,1.183673469387755
0.96,-0.32,0.2,2025-02-11 10:52:59,1.193877551020408
0.93,-0.32,0.2,2025-02-11 10:52:59,1.2040816326530612
0.9,-0.33,0.2,2025-02-11 10:52:59,1.2142857142857142
0.87,-0.34,0.2,2025-02-11 10:52:59,1.2244897959183674
0.84,-0.33,0.2,2025-02-11 10:52:59,1.2346938775510203
0.83,-0.33,0.2,2025-02-11 10:52:59,1.2448979591836735
0.83,-0.33,0.2,2025-02-11 10:52:59,1.2551020408163265
0.82,-0.33,0.21,2025-02-11 10:52:59,1.2653061224489797
0.81,-0.31,0.21,2025-02-11 10:52:59,1.2755102040816326
0.8,-0.3,0.22,2025-02-11 10:52:59,1.2857142857142856
0.79,-0.28,0.23,2025-02-11 10:52:59,1.2959183673469388
0.79,-0.27,0.24,2025-02-11 10:52:59,1.3061224489795917
0.79,-0.26,0.25,2025-02-11 10:52:59,1.316326530612245
0.79,-0.25,0.24,2025-02-11 10:52:59,1.3265306122448979
0.8,-0.24,0.24,2025-02-11 10:52:59,1.336734693877551
0.81,-0.23,0.22,2025-02-11 10:52:59,1.346938775510204
