X (g),Y (g),Z (g),Timestamp
0.96,-0.22,0.12,2025-02-11 14:58:23.030585
0.96,-0.23,0.12,2025-02-11 14:58:23.031511
0.96,-0.23,0.12,2025-02-11 14:58:23.033463
0.96,-0.23,0.12,2025-02-11 14:58:23.060460
0.96,-0.23,0.12,2025-02-11 14:58:23.061444
0.96,-0.23,0.12,2025-02-11 14:58:23.090282
0.96,-0.23,0.12,2025-02-11 14:58:23.091103
0.96,-0.23,0.12,2025-02-11 14:58:23.105109
0.96,-0.23,0.12,2025-02-11 14:58:23.106064
0.96,-0.23,0.12,2025-02-11 14:58:23.107205
0.96,-0.22,0.12,2025-02-11 14:58:23.109072
0.96,-0.23,0.11,2025-02-11 14:58:23.135122
0.96,-0.23,0.11,2025-02-11 14:58:23.149690
0.96,-0.23,0.11,2025-02-11 14:58:23.150319
0.96,-0.22,0.11,2025-02-11 14:58:23.151613
0.95,-0.22,0.11,2025-02-11 14:58:23.164624
0.95,-0.22,0.11,2025-02-11 14:58:23.165672
0.95,-0.22,0.11,2025-02-11 14:58:23.180458
0.95,-0.22,0.11,2025-02-11 14:58:23.239703
0.95,-0.22,0.11,2025-02-11 14:58:23.240542
0.96,-0.22,0.11,2025-02-11 14:58:23.242076
0.96,-0.22,0.11,2025-02-11 14:58:23.243944
0.96,-0.22,0.12,2025-02-11 14:58:23.285554
0.96,-0.22,0.12,2025-02-11 14:58:23.299512
0.96,-0.22,0.12,2025-02-11 14:58:23.300501
0.96,-0.23,0.12,2025-02-11 14:58:23.301589
0.96,-0.22,0.11,2025-02-11 14:58:23.303555
0.96,-0.23,0.11,2025-02-11 14:58:23.315199
0.96,-0.22,0.11,2025-02-11 14:58:23.330143
0.96,-0.23,0.11,2025-02-11 14:58:23.331413
0.96,-0.23,0.11,2025-02-11 14:58:23.345415
0.95,-0.23,0.12,2025-02-11 14:58:23.346179
0.95,-0.23,0.12,2025-02-11 14:58:23.390446
0.95,-0.23,0.12,2025-02-11 14:58:23.391157
0.95,-0.23,0.12,2025-02-11 14:58:23.420043
0.96,-0.23,0.12,2025-02-11 14:58:23.435174
0.96,-0.23,0.12,2025-02-11 14:58:23.436102
0.96,-0.23,0.12,2025-02-11 14:58:23.437249
0.95,-0.23,0.12,2025-02-11 14:58:23.439100
0.96,-0.23,0.12,2025-02-11 14:58:23.450216
0.96,-0.23,0.12,2025-02-11 14:58:23.451246
0.96,-0.23,0.11,2025-02-11 14:58:23.495262
0.96,-0.23,0.11,2025-02-11 14:58:23.540529
0.96,-0.23,0.11,2025-02-11 14:58:23.555104
0.96,-0.23,0.11,2025-02-11 14:58:23.584499
0.96,-0.23,0.11,2025-02-11 14:58:23.585385
0.96,-0.23,0.11,2025-02-11 14:58:23.586581
0.96,-0.23,0.12,2025-02-11 14:58:23.588565
0.96,-0.23,0.11,2025-02-11 14:58:23.600037
0.97,-0.22,0.11,2025-02-11 14:58:23.601118
0.97,-0.23,0.11,2025-02-11 14:58:23.705536
0.97,-0.23,0.11,2025-02-11 14:58:23.706478
0.97,-0.22,0.1,2025-02-11 14:58:23.707601
0.97,-0.22,0.1,2025-02-11 14:58:23.709538
0.96,-0.22,0.1,2025-02-11 14:58:23.720321
0.95,-0.21,0.1,2025-02-11 14:58:23.735209
0.95,-0.21,0.1,2025-02-11 14:58:23.736154
0.95,-0.21,0.11,2025-02-11 14:58:23.737878
0.95,-0.21,0.11,2025-02-11 14:58:23.750276
0.95,-0.21,0.11,2025-02-11 14:58:23.795524
0.94,-0.22,0.11,2025-02-11 14:58:23.796186
0.94,-0.22,0.11,2025-02-11 14:58:23.797394
0.95,-0.22,0.12,2025-02-11 14:58:23.798512
0.95,-0.22,0.12,2025-02-11 14:58:23.799929
0.96,-0.22,0.12,2025-02-11 14:58:23.810296
0.96,-0.22,0.12,2025-02-11 14:58:23.825577
0.96,-0.22,0.12,2025-02-11 14:58:23.855012
0.97,-0.22,0.12,2025-02-11 14:58:23.856074
0.97,-0.22,0.12,2025-02-11 14:58:23.857167
0.97,-0.23,0.12,2025-02-11 14:58:23.859110
0.97,-0.23,0.12,2025-02-11 14:58:23.870480
0.96,-0.23,0.13,2025-02-11 14:58:23.871537
0.95,-0.23,0.13,2025-02-11 14:58:23.885200
0.95,-0.23,0.13,2025-02-11 14:58:23.886271
0.94,-0.23,0.13,2025-02-11 14:58:23.900068
0.94,-0.22,0.13,2025-02-11 14:58:23.901155
0.95,-0.22,0.13,2025-02-11 14:58:23.945482
0.95,-0.22,0.13,2025-02-11 14:58:23.946149
0.95,-0.22,0.12,2025-02-11 14:58:23.947415
0.94,-0.22,0.12,2025-02-11 14:58:23.949229
0.92,-0.23,0.11,2025-02-11 14:58:23.975526
0.92,-0.23,0.11,2025-02-11 14:58:23.990029
0.91,-0.23,0.1,2025-02-11 14:58:23.990765
0.92,-0.23,0.1,2025-02-11 14:58:23.992013
0.92,-0.23,0.1,2025-02-11 14:58:23.993932
0.93,-0.23,0.1,2025-02-11 14:58:24.005297
0.94,-0.23,0.1,2025-02-11 14:58:24.006305
0.94,-0.23,0.1,2025-02-11 14:58:24.020393
0.93,-0.23,0.1,2025-02-11 14:58:24.035212
0.93,-0.23,0.1,2025-02-11 14:58:24.050076
0.91,-0.23,0.11,2025-02-11 14:58:24.065100
0.9,-0.24,0.11,2025-02-11 14:58:24.080155
0.89,-0.24,0.11,2025-02-11 14:58:24.081058
0.88,-0.25,0.11,2025-02-11 14:58:24.110668
0.87,-0.25,0.11,2025-02-11 14:58:24.111688
0.86,-0.26,0.11,2025-02-11 14:58:24.112377
0.86,-0.26,0.11,2025-02-11 14:58:24.113449
0.87,-0.27,0.11,2025-02-11 14:58:24.114923
0.87,-0.26,0.13,2025-02-11 14:58:24.140551
0.88,-0.24,0.13,2025-02-11 14:58:24.141698
0.89,-0.25,0.15,2025-02-11 14:58:24.143467
0.9,-0.26,0.16,2025-02-11 14:58:24.155077
0.9,-0.26,0.18,2025-02-11 14:58:24.171794
0.91,-0.28,0.2,2025-02-11 14:58:24.171919
0.91,-0.29,0.21,2025-02-11 14:58:24.200678
0.91,-0.3,0.22,2025-02-11 14:58:24.215090
0.92,-0.31,0.23,2025-02-11 14:58:24.230188
0.93,-0.31,0.23,2025-02-11 14:58:24.231337
0.93,-0.31,0.23,2025-02-11 14:58:24.232220
0.94,-0.31,0.24,2025-02-11 14:58:24.245035
0.95,-0.31,0.22,2025-02-11 14:58:24.246122
0.95,-0.31,0.22,2025-02-11 14:58:24.260469
0.96,-0.31,0.21,2025-02-11 14:58:24.261213
0.98,-0.32,0.2,2025-02-11 14:58:24.275525
0.99,-0.32,0.2,2025-02-11 14:58:24.276330
1.0,-0.32,0.2,2025-02-11 14:58:24.290647
1.01,-0.32,0.2,2025-02-11 14:58:24.291585
1.01,-0.32,0.2,2025-02-11 14:58:24.305118
1.01,-0.32,0.19,2025-02-11 14:58:24.320196
1.0,-0.31,0.18,2025-02-11 14:58:24.321284
1.0,-0.31,0.17,2025-02-11 14:58:24.335205
1.0,-0.31,0.17,2025-02-11 14:58:24.365153
1.0,-0.31,0.16,2025-02-11 14:58:24.366064
0.99,-0.3,0.15,2025-02-11 14:58:24.367241
0.99,-0.3,0.14,2025-02-11 14:58:24.368368
0.98,-0.3,0.14,2025-02-11 14:58:24.369839
0.98,-0.3,0.14,2025-02-11 14:58:24.409343
0.98,-0.3,0.15,2025-02-11 14:58:24.410256
0.98,-0.3,0.15,2025-02-11 14:58:24.424637
0.97,-0.29,0.15,2025-02-11 14:58:24.425412
0.97,-0.29,0.15,2025-02-11 14:58:24.427009
0.97,-0.28,0.15,2025-02-11 14:58:24.428171
0.97,-0.28,0.14,2025-02-11 14:58:24.440504
0.96,-0.28,0.14,2025-02-11 14:58:24.470178
0.95,-0.27,0.15,2025-02-11 14:58:24.499396
0.95,-0.26,0.15,2025-02-11 14:58:24.500394
0.94,-0.26,0.15,2025-02-11 14:58:24.501556
0.93,-0.26,0.15,2025-02-11 14:58:24.503512
0.92,-0.24,0.14,2025-02-11 14:58:24.515247
0.92,-0.23,0.14,2025-02-11 14:58:24.545450
0.92,-0.23,0.14,2025-02-11 14:58:24.546226
0.92,-0.23,0.14,2025-02-11 14:58:24.547987
0.93,-0.22,0.14,2025-02-11 14:58:24.560696
0.94,-0.21,0.14,2025-02-11 14:58:24.575612
0.94,-0.22,0.13,2025-02-11 14:58:24.590064
0.95,-0.21,0.13,2025-02-11 14:58:24.590531
0.96,-0.21,0.13,2025-02-11 14:58:24.592381
