X (g),Y (g),Z (g),Timestamp,acceleration (g),time (s)
0.95,-0.01,0.24,2025-02-04 13:52:28,0.9798979538707079,0.0
0.95,-0.0,0.24,2025-02-04 13:52:28,0.9798469268207152,0.008928571428571428
0.95,-0.0,0.25,2025-02-04 13:52:28,0.982344135219425,0.017857142857142856
0.96,0.0,0.25,2025-02-04 13:52:28,0.9920181449953422,0.026785714285714284
0.96,0.0,0.25,2025-02-04 13:52:28,0.9920181449953422,0.03571428571428571
0.96,0.01,0.25,2025-02-04 13:52:28,0.9920685460188726,0.04464285714285714
0.96,0.01,0.24,2025-02-04 13:52:28,0.9895958771134811,0.05357142857142857
0.95,0.0,0.24,2025-02-04 13:52:28,0.9798469268207152,0.0625
0.95,-0.0,0.24,2025-02-04 13:52:28,0.9798469268207152,0.07142857142857142
0.95,-0.01,0.24,2025-02-04 13:52:28,0.9798979538707079,0.08035714285714285
0.95,-0.01,0.23,2025-02-04 13:52:28,0.9774968030638259,0.08928571428571427
0.95,-0.02,0.24,2025-02-04 13:52:28,0.9800510190801293,0.09821428571428571
0.95,-0.02,0.24,2025-02-04 13:52:28,0.9800510190801293,0.10714285714285714
0.96,-0.03,0.24,2025-02-04 13:52:28,0.99,0.11607142857142856
0.96,-0.03,0.24,2025-02-04 13:52:28,0.99,0.125
0.96,-0.03,0.24,2025-02-04 13:52:28,0.99,0.13392857142857142
0.95,-0.03,0.24,2025-02-04 13:52:28,0.9803060746521975,0.14285714285714285
0.95,-0.03,0.24,2025-02-04 13:52:28,0.9803060746521975,0.15178571428571427
0.95,-0.03,0.24,2025-02-04 13:52:28,0.9803060746521975,0.1607142857142857
0.95,-0.03,0.24,2025-02-04 13:52:28,0.9803060746521975,0.16964285714285712
0.94,-0.03,0.24,2025-02-04 13:52:28,0.9706183596038146,0.17857142857142855
0.94,-0.03,0.24,2025-02-04 13:52:28,0.9706183596038146,0.1875
0.94,-0.03,0.24,2025-02-04 13:52:28,0.9706183596038146,0.19642857142857142
0.94,-0.03,0.24,2025-02-04 13:52:28,0.9706183596038146,0.20535714285714285
0.94,-0.03,0.24,2025-02-04 13:52:28,0.9706183596038146,0.21428571428571427
0.94,-0.03,0.24,2025-02-04 13:52:28,0.9706183596038146,0.2232142857142857
0.95,-0.03,0.24,2025-02-04 13:52:28,0.9803060746521975,0.23214285714285712
0.95,-0.03,0.24,2025-02-04 13:52:28,0.9803060746521975,0.24107142857142855
0.95,-0.02,0.25,2025-02-04 13:52:28,0.98254770876533,0.25
0.95,-0.02,0.24,2025-02-04 13:52:28,0.9800510190801293,0.2589285714285714
0.95,-0.02,0.24,2025-02-04 13:52:28,0.9800510190801293,0.26785714285714285
0.95,-0.02,0.25,2025-02-04 13:52:28,0.98254770876533,0.27678571428571425
0.95,-0.02,0.25,2025-02-04 13:52:28,0.98254770876533,0.2857142857142857
0.95,-0.02,0.25,2025-02-04 13:52:28,0.98254770876533,0.29464285714285715
0.95,-0.02,0.25,2025-02-04 13:52:28,0.98254770876533,0.30357142857142855
0.95,-0.02,0.25,2025-02-04 13:52:28,0.98254770876533,0.3125
0.95,-0.03,0.25,2025-02-04 13:52:28,0.9828021163998376,0.3214285714285714
0.94,-0.03,0.25,2025-02-04 13:52:28,0.973139250056229,0.33035714285714285
0.94,-0.03,0.25,2025-02-04 13:52:28,0.973139250056229,0.33928571428571425
0.94,-0.03,0.24,2025-02-04 13:52:28,0.9706183596038146,0.3482142857142857
0.94,-0.03,0.24,2025-02-04 13:52:28,0.9706183596038146,0.3571428571428571
0.94,-0.02,0.24,2025-02-04 13:52:28,0.9703607576566562,0.36607142857142855
