X (g),Y (g),Z (g),Timestamp,acceleration (g),time (s)
1.09,0.13,0.18,2025-02-04 13:45:31,1.112384825498802,0.0
1.08,0.13,0.17,2025-02-04 13:45:31,1.1009995458672996,0.010416666666666666
1.11,0.11,0.16,2025-02-04 13:45:31,1.1268540278137182,0.020833333333333332
1.06,0.14,0.16,2025-02-04 13:45:31,1.0811105401391665,0.03125
1.06,0.11,0.15,2025-02-04 13:45:31,1.0761970079869205,0.041666666666666664
1.07,0.1,0.15,2025-02-04 13:45:31,1.085080642164443,0.05208333333333333
1.01,0.13,0.16,2025-02-04 13:45:31,1.030824912388132,0.0625
1.01,0.11,0.15,2025-02-04 13:45:31,1.026985881110349,0.07291666666666666
0.98,0.12,0.15,2025-02-04 13:45:31,0.9986490875177325,0.08333333333333333
0.78,0.25,0.12,2025-02-04 13:45:31,0.8278284846512591,0.09375
0.87,0.12,0.1,2025-02-04 13:45:31,0.883911760301898,0.10416666666666666
0.87,0.14,0.14,2025-02-04 13:45:31,0.8922443611477743,0.11458333333333333
1.0,0.03,0.12,2025-02-04 13:45:31,1.0076209604806758,0.125
0.84,0.16,0.12,2025-02-04 13:45:31,0.863481325796916,0.13541666666666666
0.9,0.13,0.12,2025-02-04 13:45:31,0.9172240729505523,0.14583333333333331
0.94,0.12,0.1,2025-02-04 13:45:31,0.9528903399657276,0.15625
0.82,0.17,0.1,2025-02-04 13:45:31,0.8433860326090301,0.16666666666666666
0.93,0.09,0.11,2025-02-04 13:45:31,0.9407975340103736,0.17708333333333331
0.92,0.09,0.12,2025-02-04 13:45:31,0.932148056909416,0.1875
0.83,0.15,0.14,2025-02-04 13:45:31,0.8549853799919621,0.19791666666666666
0.94,0.1,0.14,2025-02-04 13:45:31,0.9556149852320232,0.20833333333333331
0.89,0.17,0.15,2025-02-04 13:45:31,0.9184225606985055,0.21875
0.88,0.14,0.15,2025-02-04 13:45:31,0.903603895520598,0.22916666666666666
0.93,0.09,0.14,2025-02-04 13:45:31,0.9447751055145346,0.23958333333333331
0.87,0.12,0.15,2025-02-04 13:45:31,0.8909545442950498,0.25
0.89,0.1,0.16,2025-02-04 13:45:31,0.9097801932335084,0.26041666666666663
0.91,0.14,0.16,2025-02-04 13:45:31,0.9345052166788583,0.2708333333333333
0.86,0.15,0.17,2025-02-04 13:45:31,0.8893818077743664,0.28125
0.89,0.1,0.17,2025-02-04 13:45:31,0.9115920140062659,0.29166666666666663
0.86,0.11,0.17,2025-02-04 13:45:31,0.8835157044444654,0.3020833333333333
0.85,0.1,0.17,2025-02-04 13:45:31,0.8725823743349392,0.3125
0.86,0.09,0.17,2025-02-04 13:45:31,0.8812491134747313,0.32291666666666663
0.83,0.13,0.17,2025-02-04 13:45:31,0.8571464285639881,0.3333333333333333
0.84,0.11,0.18,2025-02-04 13:45:31,0.8660831368869849,0.34375
0.84,0.09,0.19,2025-02-04 13:45:31,0.8659099260315705,0.35416666666666663
0.83,0.09,0.19,2025-02-04 13:45:31,0.8562125904236634,0.3645833333333333
0.86,0.07,0.19,2025-02-04 13:45:31,0.8835157044444654,0.375
0.84,0.09,0.2,2025-02-04 13:45:31,0.8681589716175258,0.38541666666666663
0.86,0.08,0.21,2025-02-04 13:45:31,0.8888756943465155,0.3958333333333333
0.89,0.05,0.22,2025-02-04 13:45:31,0.9181503144910423,0.40625
0.9,0.07,0.22,2025-02-04 13:45:31,0.9291393867445293,0.41666666666666663
0.92,0.06,0.23,2025-02-04 13:45:31,0.9502105029939418,0.4270833333333333
0.94,0.06,0.24,2025-02-04 13:45:31,0.9720082304178294,0.4375
0.97,0.06,0.26,2025-02-04 13:45:31,1.0060318086422517,0.44791666666666663
0.99,0.04,0.27,2025-02-04 13:45:31,1.0269371937952194,0.4583333333333333
1.01,0.04,0.28,2025-02-04 13:45:31,1.0488565202161828,0.46875
1.02,0.05,0.29,2025-02-04 13:45:31,1.0616025621672172,0.47916666666666663
1.02,0.06,0.3,2025-02-04 13:45:31,1.0648943609579309,0.4895833333333333
1.02,0.06,0.31,2025-02-04 13:45:31,1.0677546534667972,0.5
1.03,0.04,0.32,2025-02-04 13:45:31,1.0793053321465618,0.5104166666666666
1.06,0.03,0.32,2025-02-04 13:45:31,1.1076551810017412,0.5208333333333333
1.09,0.04,0.32,2025-02-04 13:45:31,1.1367057666784313,0.53125
1.11,0.04,0.31,2025-02-04 13:45:31,1.1531695452100703,0.5416666666666666
1.11,0.04,0.3,2025-02-04 13:45:31,1.1505216208311777,0.5520833333333333
1.11,0.03,0.3,2025-02-04 13:45:31,1.150217370760849,0.5625
1.1,0.03,0.3,2025-02-04 13:45:31,1.140570032922135,0.5729166666666666
1.08,0.03,0.3,2025-02-04 13:45:31,1.1212938954618454,0.5833333333333333
1.06,0.04,0.29,2025-02-04 13:45:31,1.099681772150471,0.59375
1.06,0.05,0.27,2025-02-04 13:45:31,1.094988584415381,0.6041666666666666
1.11,0.08,0.25,2025-02-04 13:45:31,1.1406138698087096,0.6145833333333333
1.14,0.08,0.24,2025-02-04 13:45:31,1.1677328461596,0.625
1.13,0.1,0.26,2025-02-04 13:45:31,1.1638298844762494,0.6354166666666666
1.08,0.11,0.27,2025-02-04 13:45:31,1.1186599125739691,0.6458333333333333
1.02,0.11,0.27,2025-02-04 13:45:31,1.060848716830067,0.65625
0.97,0.1,0.24,2025-02-04 13:45:31,1.0042410069301093,0.6666666666666666
0.92,0.08,0.21,2025-02-04 13:45:31,0.9470480452437459,0.6770833333333333
0.87,0.07,0.2,2025-02-04 13:45:31,0.8954328562209453,0.6875
0.89,0.09,0.18,2025-02-04 13:45:31,0.9124691775616314,0.6979166666666666
0.95,0.12,0.19,2025-02-04 13:45:31,0.9762171889492625,0.7083333333333333
0.99,0.13,0.2,2025-02-04 13:45:31,1.0183319694480772,0.71875
1.01,0.13,0.21,2025-02-04 13:45:31,1.039759587597056,0.7291666666666666
1.02,0.16,0.21,2025-02-04 13:45:31,1.0536128321162381,0.7395833333333333
1.0,0.15,0.22,2025-02-04 13:45:31,1.034842983258813,0.75
0.98,0.15,0.22,2025-02-04 13:45:31,1.0155294185792945,0.7604166666666666
0.95,0.13,0.23,2025-02-04 13:45:31,0.9860527369263775,0.7708333333333333
0.9,0.11,0.23,2025-02-04 13:45:31,0.9354143466934853,0.78125
0.86,0.08,0.22,2025-02-04 13:45:31,0.8912911982062877,0.7916666666666666
0.82,0.05,0.21,2025-02-04 13:45:31,0.847938677028003,0.8020833333333333
0.78,0.05,0.2,2025-02-04 13:45:31,0.8067837380611982,0.8125
