X (g),Y (g),Z (g),Timestamp,acceleration (g),time (s)
0.88,-0.18,0.24,2025-02-04 13:47:54,0.9297311439335567,0.0
0.89,-0.18,0.24,2025-02-04 13:47:54,0.9392017887546851,0.008849557522123894
0.88,-0.17,0.23,2025-02-04 13:47:54,0.9253107586103169,0.017699115044247787
0.87,-0.17,0.23,2025-02-04 13:47:54,0.9158056562393574,0.02654867256637168
0.86,-0.17,0.21,2025-02-04 13:47:54,0.901443287178955,0.035398230088495575
0.87,-0.16,0.2,2025-02-04 13:47:54,0.9069178573608527,0.04424778761061947
0.88,-0.15,0.19,2025-02-04 13:47:54,0.9126883367283708,0.05309734513274336
0.9,-0.16,0.19,2025-02-04 13:47:54,0.9336487562247379,0.061946902654867256
0.91,-0.15,0.19,2025-02-04 13:47:54,0.9416474924301557,0.07079646017699115
0.94,-0.12,0.2,2025-02-04 13:47:54,0.96850400102426,0.07964601769911504
0.94,-0.12,0.21,2025-02-04 13:47:54,0.9706183596038146,0.08849557522123894
0.95,-0.1,0.2,2025-02-04 13:47:54,0.9759610647971567,0.09734513274336283
0.96,-0.08,0.21,2025-02-04 13:47:54,0.9859513172565875,0.10619469026548672
0.96,-0.07,0.21,2025-02-04 13:47:54,0.985190336940025,0.11504424778761062
0.96,-0.05,0.2,2025-02-04 13:47:54,0.9818859404228171,0.12389380530973451
0.96,-0.05,0.21,2025-02-04 13:47:54,0.9839715443040007,0.1327433628318584
0.96,-0.04,0.2,2025-02-04 13:47:54,0.9814275317108238,0.1415929203539823
0.97,-0.02,0.21,2025-02-04 13:47:54,0.9926731586982696,0.1504424778761062
0.97,-0.01,0.21,2025-02-04 13:47:54,0.9925220400575495,0.1592920353982301
0.97,-0.0,0.21,2025-02-04 13:47:54,0.9924716620639604,0.16814159292035397
0.98,-0.0,0.22,2025-02-04 13:47:54,1.0043903623591774,0.17699115044247787
0.97,0.0,0.22,2025-02-04 13:47:54,0.9946356116689167,0.18584070796460178
0.97,0.01,0.22,2025-02-04 13:47:54,0.9946858800646564,0.19469026548672566
0.97,0.01,0.23,2025-02-04 13:47:54,0.9969453345093702,0.20353982300884954
0.97,0.02,0.23,2025-02-04 13:47:54,0.9970957827611147,0.21238938053097345
0.97,0.02,0.23,2025-02-04 13:47:54,0.9970957827611147,0.22123893805309736
0.97,0.02,0.24,2025-02-04 13:47:54,0.9994498486667552,0.23008849557522124
0.96,0.01,0.24,2025-02-04 13:47:54,0.9895958771134811,0.23893805309734512
0.96,0.01,0.24,2025-02-04 13:47:54,0.9895958771134811,0.24778761061946902
0.95,0.01,0.24,2025-02-04 13:47:54,0.9798979538707079,0.25663716814159293
0.95,0.01,0.24,2025-02-04 13:47:54,0.9798979538707079,0.2654867256637168
0.94,0.01,0.24,2025-02-04 13:47:54,0.9702061636580134,0.2743362831858407
0.94,0.0,0.24,2025-02-04 13:47:54,0.9701546268507922,0.2831858407079646
0.94,-0.0,0.23,2025-02-04 13:47:54,0.9677293009927931,0.2920353982300885
0.95,-0.01,0.23,2025-02-04 13:47:54,0.9774968030638259,0.3008849557522124
0.96,-0.02,0.24,2025-02-04 13:47:54,0.9897474425326898,0.30973451327433627
0.97,-0.03,0.24,2025-02-04 13:47:54,0.9996999549864949,0.3185840707964602
0.98,-0.03,0.25,2025-02-04 13:47:54,1.011830025251277,0.3274336283185841
0.98,-0.04,0.25,2025-02-04 13:47:54,1.0121758740456126,0.33628318584070793
0.99,-0.05,0.25,2025-02-04 13:47:54,1.02230132544177,0.34513274336283184
0.99,-0.05,0.24,2025-02-04 13:47:54,1.019901956072249,0.35398230088495575
1.0,-0.06,0.24,2025-02-04 13:47:54,1.030145620774073,0.36283185840707965
1.0,-0.06,0.24,2025-02-04 13:47:54,1.030145620774073,0.37168141592920356
1.01,-0.07,0.24,2025-02-04 13:47:54,1.0404806581575652,0.3805309734513274
1.01,-0.07,0.24,2025-02-04 13:47:54,1.0404806581575652,0.3893805309734513
1.01,-0.08,0.24,2025-02-04 13:47:54,1.0412012293500235,0.39823008849557523
1.02,-0.09,0.24,2025-02-04 13:47:54,1.0517128885774862,0.4070796460176991
1.02,-0.09,0.24,2025-02-04 13:47:54,1.0517128885774862,0.415929203539823
1.02,-0.09,0.24,2025-02-04 13:47:54,1.0517128885774862,0.4247787610619469
1.01,-0.09,0.24,2025-02-04 13:47:54,1.0420172743289815,0.4336283185840708
1.01,-0.09,0.24,2025-02-04 13:47:54,1.0420172743289815,0.4424778761061947
1.0,-0.09,0.24,2025-02-04 13:47:54,1.0323274674249445,0.45132743362831856
1.0,-0.09,0.23,2025-02-04 13:47:54,1.030048542545447,0.46017699115044247
1.0,-0.09,0.23,2025-02-04 13:47:54,1.030048542545447,0.4690265486725664
1.0,-0.09,0.24,2025-02-04 13:47:54,1.0323274674249445,0.47787610619469023
1.0,-0.09,0.23,2025-02-04 13:47:54,1.030048542545447,0.48672566371681414
1.0,-0.09,0.24,2025-02-04 13:47:54,1.0323274674249445,0.49557522123893805
1.0,-0.09,0.24,2025-02-04 13:47:54,1.0323274674249445,0.504424778761062
1.01,-0.1,0.24,2025-02-04 13:47:54,1.0429285689825551,0.5132743362831859
1.02,-0.11,0.25,2025-02-04 13:47:54,1.0559356040971437,0.5221238938053098
1.03,-0.12,0.25,2025-02-04 13:47:54,1.0666770832824712,0.5309734513274336
1.04,-0.13,0.25,2025-02-04 13:47:54,1.0774970997640783,0.5398230088495575
