X (g),Y (g),Z (g),Timestamp,acceleration (g),time (s)
0.92,0.19,-0.02,2025-02-04 14:11:03,0.9396275858019495,0.0
0.93,0.19,-0.02,2025-02-04 14:11:03,0.9494208761134337,0.010416666666666666
0.96,0.19,-0.03,2025-02-04 14:11:03,0.979081201943945,0.020833333333333332
0.97,0.2,-0.03,2025-02-04 14:11:03,0.9908582138732059,0.03125
0.99,0.2,-0.03,2025-02-04 14:11:03,1.0104454463255301,0.041666666666666664
1.0,0.21,-0.03,2025-02-04 14:11:03,1.0222524150130436,0.05208333333333333
1.0,0.21,-0.02,2025-02-04 14:11:03,1.0220078277586724,0.0625
0.98,0.24,-0.02,2025-02-04 14:11:03,1.009158064923429,0.07291666666666666
0.97,0.24,-0.0,2025-02-04 14:11:03,0.9992497185388645,0.08333333333333333
0.96,0.26,0.01,2025-02-04 14:11:03,0.9946356116689167,0.09375
0.94,0.27,0.03,2025-02-04 14:11:03,0.9784681905918046,0.10416666666666666
0.93,0.27,0.05,2025-02-04 14:11:03,0.9696906723280367,0.11458333333333333
0.93,0.27,0.06,2025-02-04 14:11:03,0.9702576977277738,0.125
0.93,0.27,0.07,2025-02-04 14:11:03,0.9709273917240157,0.13541666666666666
0.93,0.29,0.07,2025-02-04 14:11:03,0.9766780431646859,0.14583333333333331
0.93,0.3,0.08,2025-02-04 14:11:03,0.9804590761474953,0.15625
0.93,0.29,0.08,2025-02-04 14:11:03,0.9774456506629922,0.16666666666666666
0.94,0.31,0.07,2025-02-04 14:11:03,0.9922701245124737,0.17708333333333331
0.94,0.31,0.06,2025-02-04 14:11:03,0.9916148445843275,0.1875
0.94,0.29,0.04,2025-02-04 14:11:03,0.9845303448853163,0.19791666666666666
0.95,0.32,0.02,2025-02-04 14:11:03,1.002646498024104,0.20833333333333331
0.95,0.3,0.0,2025-02-04 14:11:03,0.9962429422585637,0.21875
0.94,0.31,-0.01,2025-02-04 14:11:03,0.9898484732523458,0.22916666666666666
0.92,0.32,-0.02,2025-02-04 14:11:03,0.974268956705488,0.23958333333333331
0.9,0.31,-0.02,2025-02-04 14:11:03,0.9521029356114811,0.25
0.87,0.31,-0.02,2025-02-04 14:11:03,0.9237965143904798,0.26041666666666663
0.84,0.32,-0.02,2025-02-04 14:11:03,0.8991106717195608,0.2708333333333333
0.83,0.31,-0.03,2025-02-04 14:11:03,0.8865100112237876,0.28125
0.83,0.31,-0.03,2025-02-04 14:11:03,0.8865100112237876,0.29166666666666663
0.84,0.3,-0.04,2025-02-04 14:11:03,0.8928605714219885,0.3020833333333333
0.87,0.29,-0.04,2025-02-04 14:11:03,0.9179324593890337,0.3125
0.91,0.28,-0.04,2025-02-04 14:11:03,0.9529428104561155,0.32291666666666663
0.95,0.28,-0.05,2025-02-04 14:11:03,0.9916652661054535,0.3333333333333333
0.98,0.29,-0.05,2025-02-04 14:11:03,1.0232301793829186,0.34375
0.99,0.32,-0.05,2025-02-04 14:11:03,1.041633332799983,0.35416666666666663
0.98,0.32,-0.06,2025-02-04 14:11:03,1.032666451474047,0.3645833333333333
0.97,0.33,-0.07,2025-02-04 14:11:03,1.026985881110349,0.375
0.95,0.32,-0.07,2025-02-04 14:11:03,1.0048880534666536,0.38541666666666663
0.93,0.34,-0.08,2025-02-04 14:11:03,0.9934284070832684,0.3958333333333333
0.91,0.51,-0.11,2025-02-04 14:11:03,1.048951857808546,0.40625
0.93,0.3,-0.1,2025-02-04 14:11:03,0.9822932352408826,0.41666666666666663
0.91,0.29,-0.11,2025-02-04 14:11:03,0.9614052215377239,0.4270833333333333
0.92,0.31,-0.11,2025-02-04 14:11:03,0.9770363350459388,0.4375
0.95,0.36,-0.09,2025-02-04 14:11:03,1.019901956072249,0.44791666666666663
0.98,0.38,-0.08,2025-02-04 14:11:03,1.054134716248355,0.4583333333333333
0.98,0.33,-0.08,2025-02-04 14:11:03,1.0371595827065379,0.46875
0.97,0.35,-0.06,2025-02-04 14:11:03,1.0329569206893383,0.47916666666666663
0.97,0.38,-0.05,2025-02-04 14:11:03,1.0429765098025938,0.4895833333333333
0.95,0.35,-0.03,2025-02-04 14:11:03,1.0128672173587216,0.5
0.94,0.36,-0.02,2025-02-04 14:11:03,1.0067770358922574,0.5104166666666666
0.93,0.37,-0.01,2025-02-04 14:11:03,1.000949549178179,0.5208333333333333
0.92,0.35,-0.01,2025-02-04 14:11:03,0.984377976185977,0.53125
0.91,0.33,-0.02,2025-02-04 14:11:03,0.9681941953967707,0.5416666666666666
0.91,0.35,-0.02,2025-02-04 14:11:03,0.9751922887307918,0.5520833333333333
0.9,0.37,-0.01,2025-02-04 14:11:03,0.9731392500562291,0.5625
0.9,0.36,0.0,2025-02-04 14:11:03,0.9693296652842107,0.5729166666666666
0.89,0.36,0.02,2025-02-04 14:11:03,0.9602603813549739,0.5833333333333333
0.89,0.37,0.03,2025-02-04 14:11:03,0.9643132271207318,0.59375
0.89,0.35,0.04,2025-02-04 14:11:03,0.957183368012629,0.6041666666666666
0.88,0.34,0.03,2025-02-04 14:11:03,0.9438749917229505,0.6145833333333333
0.88,0.33,0.03,2025-02-04 14:11:03,0.9403190947758107,0.625
0.88,0.33,0.02,2025-02-04 14:11:03,0.9400531899844816,0.6354166666666666
0.91,0.33,0.0,2025-02-04 14:11:03,0.967987603226405,0.6458333333333333
0.93,0.33,-0.01,2025-02-04 14:11:03,0.9868637190615531,0.65625
0.95,0.33,-0.01,2025-02-04 14:11:03,1.0057335631269348,0.6666666666666666
0.97,0.33,-0.0,2025-02-04 14:11:03,1.0245974819410792,0.6770833333333333
0.99,0.33,0.0,2025-02-04 14:11:03,1.0435516278555652,0.6875
