X (g),Y (g),Z (g),Timestamp,time (s)
0.93,0.24,-0.02,2025-02-11 14:46:30.452198,0
0.93,0.24,-0.02,2025-02-11 14:46:30.453631,1
0.93,0.23,-0.02,2025-02-11 14:46:30.466270,2
0.93,0.23,-0.02,2025-02-11 14:46:30.481164,3
0.93,0.23,-0.03,2025-02-11 14:46:30.482310,4
0.94,0.23,-0.03,2025-02-11 14:46:30.511169,5
0.94,0.23,-0.04,2025-02-11 14:46:30.512130,6
0.95,0.24,-0.04,2025-02-11 14:46:30.513303,7
0.95,0.24,-0.04,2025-02-11 14:46:30.515199,8
0.95,0.24,-0.04,2025-02-11 14:46:30.526316,9
0.96,0.24,-0.05,2025-02-11 14:46:30.571577,10
0.96,0.24,-0.05,2025-02-11 14:46:30.585668,11
0.96,0.25,-0.05,2025-02-11 14:46:30.600792,12
0.96,0.25,-0.02,2025-02-11 14:46:30.601582,13
0.95,0.24,-0.02,2025-02-11 14:46:30.615681,14
0.95,0.22,-0.02,2025-02-11 14:46:30.616569,15
0.95,0.21,-0.01,2025-02-11 14:46:30.617818,16
0.95,0.22,0.0,2025-02-11 14:46:30.619657,17
0.95,0.24,0.01,2025-02-11 14:46:30.631632,18
0.95,0.24,0.02,2025-02-11 14:46:30.646103,19
0.95,0.24,0.02,2025-02-11 14:46:30.647243,20
0.95,0.23,0.02,2025-02-11 14:46:30.661198,21
0.95,0.23,0.02,2025-02-11 14:46:30.676114,22
0.95,0.23,0.02,2025-02-11 14:46:30.677280,23
0.95,0.23,0.01,2025-02-11 14:46:30.691047,24
0.94,0.23,0.01,2025-02-11 14:46:30.692222,25
0.94,0.23,0.01,2025-02-11 14:46:30.706069,26
0.95,0.24,0.0,2025-02-11 14:46:30.707235,27
0.95,0.25,-0.0,2025-02-11 14:46:30.721397,28
0.95,0.25,-0.01,2025-02-11 14:46:30.751292,29
0.95,0.25,-0.01,2025-02-11 14:46:30.752257,30
0.94,0.25,-0.01,2025-02-11 14:46:30.753476,31
0.94,0.24,-0.01,2025-02-11 14:46:30.766407,32
0.95,0.24,-0.01,2025-02-11 14:46:30.781444,33
0.96,0.24,-0.02,2025-02-11 14:46:30.782398,34
0.96,0.24,-0.02,2025-02-11 14:46:30.796153,35
0.96,0.25,-0.02,2025-02-11 14:46:30.797250,36
0.97,0.24,-0.03,2025-02-11 14:46:30.811382,37
0.97,0.24,-0.03,2025-02-11 14:46:30.812383,38
0.96,0.23,-0.03,2025-02-11 14:46:30.826276,39
0.96,0.22,-0.03,2025-02-11 14:46:30.827297,40
0.95,0.22,-0.03,2025-02-11 14:46:30.841654,41
0.95,0.22,-0.04,2025-02-11 14:46:30.915794,42
0.95,0.22,-0.04,2025-02-11 14:46:30.931042,43
0.95,0.23,-0.03,2025-02-11 14:46:30.931690,44
0.95,0.24,-0.03,2025-02-11 14:46:30.933129,45
0.94,0.21,-0.03,2025-02-11 14:46:30.935096,46
0.95,0.19,-0.02,2025-02-11 14:46:30.946164,47
0.95,0.21,-0.02,2025-02-11 14:46:30.960633,48
0.96,0.2,-0.02,2025-02-11 14:46:30.961610,49
0.95,0.2,-0.02,2025-02-11 14:46:30.962748,50
0.95,0.2,-0.02,2025-02-11 14:46:30.964120,51
0.96,0.21,-0.02,2025-02-11 14:46:30.976357,52
0.96,0.22,-0.03,2025-02-11 14:46:30.991570,53
0.96,0.22,-0.03,2025-02-11 14:46:31.021629,54
0.96,0.23,-0.02,2025-02-11 14:46:31.036044,55
0.96,0.23,-0.02,2025-02-11 14:46:31.036660,56
0.95,0.24,-0.02,2025-02-11 14:46:31.066277,57
0.95,0.24,-0.02,2025-02-11 14:46:31.067234,58
0.95,0.24,-0.02,2025-02-11 14:46:31.068337,59
0.94,0.24,-0.02,2025-02-11 14:46:31.069673,60
0.94,0.25,-0.01,2025-02-11 14:46:31.111825,61
0.94,0.24,-0.0,2025-02-11 14:46:31.112545,62
0.94,0.24,-0.0,2025-02-11 14:46:31.113656,63
0.94,0.24,-0.0,2025-02-11 14:46:31.115672,64
0.95,0.25,0.0,2025-02-11 14:46:31.156486,65
0.95,0.25,0.0,2025-02-11 14:46:31.170960,66
