X (g),Y (g),Z (g),Timestamp
0.95,0.02,0.25,2025-02-11 11:14:02
0.95,0.03,0.25,2025-02-11 11:14:02
0.95,0.02,0.25,2025-02-11 11:14:02
0.95,0.02,0.25,2025-02-11 11:14:02
0.95,0.02,0.25,2025-02-11 11:14:02
0.95,0.02,0.25,2025-02-11 11:14:02
0.95,0.02,0.25,2025-02-11 11:14:02
0.96,0.02,0.25,2025-02-11 11:14:02
0.95,0.02,0.26,2025-02-11 11:14:02
0.96,0.01,0.26,2025-02-11 11:14:02
0.96,0.01,0.26,2025-02-11 11:14:02
0.97,0.02,0.25,2025-02-11 11:14:02
0.97,0.02,0.25,2025-02-11 11:14:02
0.97,0.01,0.25,2025-02-11 11:14:02
0.97,0.02,0.25,2025-02-11 11:14:02
0.97,0.01,0.25,2025-02-11 11:14:02
0.97,0.02,0.24,2025-02-11 11:14:02
0.97,0.02,0.25,2025-02-11 11:14:02
0.96,0.02,0.25,2025-02-11 11:14:02
0.96,0.03,0.25,2025-02-11 11:14:02
0.96,0.03,0.25,2025-02-11 11:14:02
0.95,0.03,0.25,2025-02-11 11:14:02
0.95,0.04,0.25,2025-02-11 11:14:02
0.94,0.04,0.25,2025-02-11 11:14:02
0.95,0.05,0.25,2025-02-11 11:14:02
0.95,0.05,0.25,2025-02-11 11:14:02
0.95,0.05,0.26,2025-02-11 11:14:02
0.94,0.04,0.25,2025-02-11 11:14:02
0.95,0.04,0.25,2025-02-11 11:14:02
0.94,0.04,0.25,2025-02-11 11:14:02
0.94,0.05,0.24,2025-02-11 11:14:02
0.95,0.04,0.24,2025-02-11 11:14:02
0.94,0.05,0.24,2025-02-11 11:14:02
0.95,0.04,0.24,2025-02-11 11:14:02
0.96,0.04,0.24,2025-02-11 11:14:02
0.96,0.07,0.22,2025-02-11 11:14:02
0.95,0.02,0.23,2025-02-11 11:14:02
0.96,0.06,0.25,2025-02-11 11:14:02
0.94,0.05,0.24,2025-02-11 11:14:02
0.94,0.06,0.23,2025-02-11 11:14:02
0.94,0.06,0.22,2025-02-11 11:14:02
0.94,0.05,0.22,2025-02-11 11:14:02
0.94,0.05,0.23,2025-02-11 11:14:02
0.93,0.05,0.23,2025-02-11 11:14:02
0.94,0.04,0.23,2025-02-11 11:14:02
0.93,0.04,0.22,2025-02-11 11:14:02
0.92,0.03,0.21,2025-02-11 11:14:02
0.92,0.03,0.21,2025-02-11 11:14:02
0.91,0.04,0.21,2025-02-11 11:14:02
0.92,0.03,0.2,2025-02-11 11:14:02
0.92,0.02,0.21,2025-02-11 11:14:02
0.92,0.02,0.21,2025-02-11 11:14:02
0.92,0.02,0.21,2025-02-11 11:14:02
0.93,0.02,0.21,2025-02-11 11:14:02
0.93,0.02,0.22,2025-02-11 11:14:02
0.94,0.02,0.22,2025-02-11 11:14:02
0.96,0.02,0.24,2025-02-11 11:14:02
0.96,0.02,0.24,2025-02-11 11:14:02
0.96,0.02,0.23,2025-02-11 11:14:02
0.97,0.02,0.23,2025-02-11 11:14:02
