X (g),Y (g),Z (g),Timestamp
0.98,-0.25,0.19,2025-02-11 10:50:53
0.98,-0.26,0.18,2025-02-11 10:50:53
0.98,-0.26,0.17,2025-02-11 10:50:53
0.97,-0.27,0.16,2025-02-11 10:50:53
0.96,-0.27,0.15,2025-02-11 10:50:53
0.96,-0.27,0.15,2025-02-11 10:50:53
0.95,-0.27,0.15,2025-02-11 10:50:53
0.94,-0.27,0.16,2025-02-11 10:50:53
0.94,-0.27,0.17,2025-02-11 10:50:53
0.94,-0.27,0.18,2025-02-11 10:50:53
0.93,-0.27,0.19,2025-02-11 10:50:53
0.93,-0.27,0.19,2025-02-11 10:50:53
0.93,-0.28,0.2,2025-02-11 10:50:53
0.93,-0.28,0.2,2025-02-11 10:50:53
0.93,-0.29,0.21,2025-02-11 10:50:53
0.93,-0.3,0.21,2025-02-11 10:50:53
0.93,-0.31,0.21,2025-02-11 10:50:53
0.94,-0.31,0.21,2025-02-11 10:50:53
0.94,-0.31,0.2,2025-02-11 10:50:53
0.94,-0.32,0.18,2025-02-11 10:50:53
0.96,-0.33,0.17,2025-02-11 10:50:53
0.96,-0.32,0.16,2025-02-11 10:50:53
0.96,-0.32,0.16,2025-02-11 10:50:53
0.96,-0.31,0.16,2025-02-11 10:50:53
0.95,-0.31,0.16,2025-02-11 10:50:53
0.95,-0.3,0.16,2025-02-11 10:50:53
0.95,-0.29,0.16,2025-02-11 10:50:53
0.95,-0.28,0.16,2025-02-11 10:50:53
0.95,-0.27,0.15,2025-02-11 10:50:53
0.95,-0.26,0.15,2025-02-11 10:50:53
0.95,-0.25,0.15,2025-02-11 10:50:53
0.95,-0.24,0.15,2025-02-11 10:50:53
0.95,-0.24,0.15,2025-02-11 10:50:53
0.95,-0.23,0.15,2025-02-11 10:50:53
0.95,-0.22,0.14,2025-02-11 10:50:53
0.95,-0.22,0.14,2025-02-11 10:50:53
0.95,-0.21,0.14,2025-02-11 10:50:53
0.96,-0.21,0.14,2025-02-11 10:50:53
0.95,-0.21,0.15,2025-02-11 10:50:53
0.95,-0.21,0.15,2025-02-11 10:50:53
0.96,-0.21,0.15,2025-02-11 10:50:53
0.96,-0.2,0.15,2025-02-11 10:50:53
0.96,-0.2,0.15,2025-02-11 10:50:53
0.95,-0.2,0.15,2025-02-11 10:50:53
0.96,-0.2,0.14,2025-02-11 10:50:53
0.95,-0.2,0.14,2025-02-11 10:50:53
0.95,-0.19,0.13,2025-02-11 10:50:53
