X (g),Y (g),Z (g),Timestamp,acceleration (g),time (s)
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.0
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.009009009009009009
0.96,-0.07,0.21,2025-02-11 11:15:34,0.985190336940025,0.018018018018018018
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.02702702702702703
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.036036036036036036
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.04504504504504504
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.05405405405405406
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.06306306306306306
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.07207207207207207
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.08108108108108109
0.97,-0.08,0.21,2025-02-11 11:15:34,0.9956907150315303,0.09009009009009009
0.97,-0.08,0.22,2025-02-11 11:15:34,0.9978476837674174,0.0990990990990991
0.97,-0.08,0.22,2025-02-11 11:15:34,0.9978476837674174,0.10810810810810811
0.97,-0.08,0.21,2025-02-11 11:15:34,0.9956907150315303,0.11711711711711711
0.97,-0.08,0.21,2025-02-11 11:15:34,0.9956907150315303,0.12612612612612611
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.13513513513513514
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.14414414414414414
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.15315315315315314
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.16216216216216217
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.17117117117117117
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.18018018018018017
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.1891891891891892
0.96,-0.08,0.21,2025-02-11 11:15:34,0.9859513172565875,0.1981981981981982
