X (g),Y (g),Z (g),Timestamp,time (s)
0.97,0.07,0.2,2025-02-11 11:12:54,0.0
0.97,0.07,0.2,2025-02-11 11:12:54,0.00980392156862745
0.97,0.07,0.2,2025-02-11 11:12:54,0.0196078431372549
0.97,0.08,0.2,2025-02-11 11:12:54,0.029411764705882353
0.96,0.08,0.19,2025-02-11 11:12:54,0.0392156862745098
0.96,0.08,0.19,2025-02-11 11:12:54,0.049019607843137254
0.96,0.08,0.19,2025-02-11 11:12:54,0.058823529411764705
0.96,0.08,0.2,2025-02-11 11:12:54,0.06862745098039216
0.97,0.08,0.2,2025-02-11 11:12:54,0.0784313725490196
0.96,0.08,0.2,2025-02-11 11:12:54,0.08823529411764705
0.96,0.08,0.21,2025-02-11 11:12:54,0.09803921568627451
0.95,0.08,0.21,2025-02-11 11:12:54,0.10784313725490197
0.95,0.08,0.21,2025-02-11 11:12:54,0.11764705882352941
0.95,0.09,0.22,2025-02-11 11:12:54,0.12745098039215685
0.95,0.09,0.22,2025-02-11 11:12:54,0.13725490196078433
0.95,0.08,0.22,2025-02-11 11:12:54,0.14705882352941177
0.95,0.08,0.22,2025-02-11 11:12:54,0.1568627450980392
0.96,0.08,0.22,2025-02-11 11:12:54,0.16666666666666666
0.96,0.08,0.22,2025-02-11 11:12:54,0.1764705882352941
0.96,0.07,0.21,2025-02-11 11:12:54,0.18627450980392157
0.97,0.07,0.21,2025-02-11 11:12:54,0.19607843137254902
0.97,0.07,0.21,2025-02-11 11:12:54,0.20588235294117646
0.97,0.07,0.21,2025-02-11 11:12:54,0.21568627450980393
0.97,0.07,0.21,2025-02-11 11:12:54,0.22549019607843138
0.97,0.07,0.21,2025-02-11 11:12:54,0.23529411764705882
0.97,0.07,0.21,2025-02-11 11:12:54,0.24509803921568626
0.97,0.07,0.2,2025-02-11 11:12:54,0.2549019607843137
0.97,0.07,0.2,2025-02-11 11:12:54,0.2647058823529412
0.97,0.07,0.2,2025-02-11 11:12:54,0.27450980392156865
0.97,0.07,0.2,2025-02-11 11:12:54,0.28431372549019607
0.96,0.07,0.2,2025-02-11 11:12:54,0.29411764705882354
0.96,0.07,0.2,2025-02-11 11:12:54,0.30392156862745096
0.96,0.07,0.19,2025-02-11 11:12:54,0.3137254901960784
0.95,0.07,0.19,2025-02-11 11:12:54,0.3235294117647059
0.95,0.07,0.19,2025-02-11 11:12:54,0.3333333333333333
0.95,0.07,0.19,2025-02-11 11:12:54,0.3431372549019608
0.95,0.07,0.19,2025-02-11 11:12:54,0.3529411764705882
0.96,0.07,0.19,2025-02-11 11:12:54,0.3627450980392157
0.96,0.07,0.19,2025-02-11 11:12:54,0.37254901960784315
0.96,0.07,0.19,2025-02-11 11:12:54,0.38235294117647056
0.96,0.06,0.19,2025-02-11 11:12:54,0.39215686274509803
0.96,0.06,0.19,2025-02-11 11:12:54,0.4019607843137255
0.96,0.06,0.19,2025-02-11 11:12:54,0.4117647058823529
0.95,0.06,0.19,2025-02-11 11:12:54,0.4215686274509804
0.95,0.06,0.19,2025-02-11 11:12:54,0.43137254901960786
0.96,0.07,0.19,2025-02-11 11:12:54,0.4411764705882353
0.96,0.07,0.19,2025-02-11 11:12:54,0.45098039215686275
0.96,0.07,0.19,2025-02-11 11:12:54,0.46078431372549017
0.96,0.07,0.19,2025-02-11 11:12:54,0.47058823529411764
0.96,0.06,0.19,2025-02-11 11:12:54,0.4803921568627451
0.96,0.06,0.19,2025-02-11 11:12:54,0.49019607843137253
0.96,0.06,0.19,2025-02-11 11:12:54,0.5
0.96,0.07,0.2,2025-02-11 11:12:54,0.5098039215686274
0.95,0.07,0.2,2025-02-11 11:12:54,0.5196078431372549
0.95,0.07,0.2,2025-02-11 11:12:54,0.5294117647058824
0.93,0.06,0.2,2025-02-11 11:12:54,0.5392156862745098
0.92,0.06,0.19,2025-02-11 11:12:54,0.5490196078431373
0.91,0.05,0.18,2025-02-11 11:12:54,0.5588235294117647
0.91,0.05,0.18,2025-02-11 11:12:54,0.5686274509803921
0.92,0.05,0.18,2025-02-11 11:12:54,0.5784313725490196
0.93,0.05,0.19,2025-02-11 11:12:54,0.5882352941176471
0.95,0.05,0.19,2025-02-11 11:12:54,0.5980392156862745
0.97,0.05,0.18,2025-02-11 11:12:54,0.6078431372549019
0.98,0.05,0.19,2025-02-11 11:12:54,0.6176470588235294
1.0,0.04,0.19,2025-02-11 11:12:54,0.6274509803921569
1.0,0.05,0.19,2025-02-11 11:12:54,0.6372549019607843
0.99,0.04,0.2,2025-02-11 11:12:54,0.6470588235294118
0.98,0.03,0.21,2025-02-11 11:12:54,0.6568627450980392
0.89,0.01,0.25,2025-02-11 11:12:54,0.6666666666666666
0.88,0.01,0.24,2025-02-11 11:12:54,0.6764705882352942
0.88,0.01,0.24,2025-02-11 11:12:54,0.6862745098039216
0.9,0.02,0.25,2025-02-11 11:12:54,0.696078431372549
0.93,0.03,0.27,2025-02-11 11:12:54,0.7058823529411764
0.96,0.04,0.28,2025-02-11 11:12:54,0.7156862745098039
0.98,0.05,0.28,2025-02-11 11:12:54,0.7254901960784313
1.01,0.05,0.28,2025-02-11 11:12:54,0.7352941176470588
1.02,0.05,0.27,2025-02-11 11:12:54,0.7450980392156863
1.02,0.04,0.27,2025-02-11 11:12:54,0.7549019607843137
1.02,0.04,0.26,2025-02-11 11:12:54,0.7647058823529411
1.01,0.03,0.26,2025-02-11 11:12:54,0.7745098039215687
1.01,0.03,0.26,2025-02-11 11:12:54,0.7843137254901961
1.02,0.03,0.24,2025-02-11 11:12:54,0.7941176470588235
1.02,0.04,0.24,2025-02-11 11:12:54,0.803921568627451
1.02,0.06,0.23,2025-02-11 11:12:54,0.8137254901960784
0.99,0.08,0.22,2025-02-11 11:12:54,0.8235294117647058
0.95,0.1,0.21,2025-02-11 11:12:54,0.8333333333333334
0.88,0.1,0.19,2025-02-11 11:12:54,0.8431372549019608
0.82,0.12,0.18,2025-02-11 11:12:54,0.8529411764705882
0.77,0.16,0.17,2025-02-11 11:12:54,0.8627450980392157
0.73,0.17,0.16,2025-02-11 11:12:54,0.8725490196078431
0.72,0.17,0.14,2025-02-11 11:12:54,0.8823529411764706
0.74,0.18,0.1,2025-02-11 11:12:54,0.892156862745098
0.78,0.18,0.08,2025-02-11 11:12:54,0.9019607843137255
0.85,0.19,0.05,2025-02-11 11:12:54,0.9117647058823529
0.89,0.2,0.03,2025-02-11 11:12:54,0.9215686274509803
0.92,0.26,0.05,2025-02-11 11:12:54,0.9313725490196079
1.04,0.22,0.05,2025-02-11 11:12:54,0.9411764705882353
1.07,0.22,0.06,2025-02-11 11:12:54,0.9509803921568627
1.05,0.23,0.08,2025-02-11 11:12:54,0.9607843137254902
1.05,0.22,0.09,2025-02-11 11:12:54,0.9705882352941176
1.04,0.19,0.12,2025-02-11 11:12:54,0.9803921568627451
1.04,0.18,0.13,2025-02-11 11:12:54,0.9901960784313726
1.02,0.19,0.14,2025-02-11 11:12:55,1.0
0.99,0.18,0.15,2025-02-11 11:12:55,1.01
0.97,0.17,0.16,2025-02-11 11:12:55,1.02
0.93,0.16,0.16,2025-02-11 11:12:55,1.03
0.91,0.15,0.16,2025-02-11 11:12:55,1.04
0.88,0.13,0.18,2025-02-11 11:12:55,1.05
0.87,0.12,0.2,2025-02-11 11:12:55,1.06
0.85,0.11,0.24,2025-02-11 11:12:55,1.07
0.87,0.07,0.32,2025-02-11 11:12:55,1.08
0.86,0.07,0.34,2025-02-11 11:12:55,1.09
0.85,0.06,0.34,2025-02-11 11:12:55,1.1
0.83,0.05,0.33,2025-02-11 11:12:55,1.11
0.81,0.04,0.31,2025-02-11 11:12:55,1.12
0.8,0.02,0.29,2025-02-11 11:12:55,1.13
0.79,0.0,0.28,2025-02-11 11:12:55,1.1400000000000001
0.79,-0.01,0.29,2025-02-11 11:12:55,1.15
0.81,-0.01,0.29,2025-02-11 11:12:55,1.16
0.85,-0.0,0.32,2025-02-11 11:12:55,1.17
0.9,0.0,0.33,2025-02-11 11:12:55,1.18
0.92,0.03,0.36,2025-02-11 11:12:55,1.19
0.94,0.04,0.4,2025-02-11 11:12:55,1.2
0.94,0.04,0.41,2025-02-11 11:12:55,1.21
0.96,0.02,0.44,2025-02-11 11:12:55,1.22
0.99,-0.01,0.44,2025-02-11 11:12:55,1.23
1.02,-0.04,0.43,2025-02-11 11:12:55,1.24
1.03,-0.03,0.43,2025-02-11 11:12:55,1.25
1.03,-0.02,0.42,2025-02-11 11:12:55,1.26
1.06,-0.01,0.42,2025-02-11 11:12:55,1.27
1.09,0.02,0.43,2025-02-11 11:12:55,1.28
1.11,0.05,0.43,2025-02-11 11:12:55,1.29
1.12,0.07,0.43,2025-02-11 11:12:55,1.3
1.11,0.09,0.42,2025-02-11 11:12:55,1.31
1.1,0.1,0.4,2025-02-11 11:12:55,1.32
1.09,0.11,0.38,2025-02-11 11:12:55,1.33
1.08,0.1,0.36,2025-02-11 11:12:55,1.34
1.07,0.09,0.36,2025-02-11 11:12:55,1.35
1.06,0.07,0.34,2025-02-11 11:12:55,1.3599999999999999
1.08,0.06,0.32,2025-02-11 11:12:55,1.37
1.11,0.06,0.31,2025-02-11 11:12:55,1.38
1.15,0.05,0.3,2025-02-11 11:12:55,1.3900000000000001
1.2,0.07,0.28,2025-02-11 11:12:55,1.4
1.23,0.07,0.27,2025-02-11 11:12:55,1.4100000000000001
1.25,0.08,0.26,2025-02-11 11:12:55,1.42
1.24,0.08,0.25,2025-02-11 11:12:55,1.43
