X (g),Y (g),Z (g),Timestamp
0.93,0.27,0.05,2025-02-04 14:10:08
0.93,0.26,0.05,2025-02-04 14:10:08
0.93,0.26,0.05,2025-02-04 14:10:08
0.93,0.27,0.05,2025-02-04 14:10:08
0.93,0.26,0.06,2025-02-04 14:10:08
0.93,0.27,0.06,2025-02-04 14:10:08
0.93,0.27,0.06,2025-02-04 14:10:08
0.93,0.27,0.06,2025-02-04 14:10:08
0.94,0.27,0.06,2025-02-04 14:10:08
0.94,0.27,0.06,2025-02-04 14:10:08
0.94,0.27,0.06,2025-02-04 14:10:08
0.94,0.27,0.06,2025-02-04 14:10:08
0.94,0.27,0.06,2025-02-04 14:10:08
0.94,0.27,0.06,2025-02-04 14:10:08
0.94,0.27,0.06,2025-02-04 14:10:08
0.94,0.28,0.06,2025-02-04 14:10:08
0.94,0.28,0.06,2025-02-04 14:10:08
0.94,0.28,0.06,2025-02-04 14:10:08
0.94,0.28,0.06,2025-02-04 14:10:08
0.94,0.28,0.06,2025-02-04 14:10:08
0.94,0.27,0.06,2025-02-04 14:10:08
0.93,0.27,0.06,2025-02-04 14:10:08
0.93,0.27,0.06,2025-02-04 14:10:08
0.93,0.27,0.06,2025-02-04 14:10:08
0.93,0.26,0.05,2025-02-04 14:10:08
0.93,0.26,0.06,2025-02-04 14:10:08
0.93,0.26,0.06,2025-02-04 14:10:08
0.93,0.26,0.05,2025-02-04 14:10:08
0.93,0.26,0.05,2025-02-04 14:10:08
0.93,0.26,0.05,2025-02-04 14:10:08
0.93,0.26,0.05,2025-02-04 14:10:08
0.93,0.27,0.05,2025-02-04 14:10:08
0.94,0.27,0.05,2025-02-04 14:10:08
0.93,0.27,0.05,2025-02-04 14:10:08
0.94,0.27,0.06,2025-02-04 14:10:08
0.94,0.27,0.06,2025-02-04 14:10:08
0.93,0.27,0.06,2025-02-04 14:10:08
0.93,0.27,0.05,2025-02-04 14:10:08
0.93,0.27,0.05,2025-02-04 14:10:08
0.93,0.27,0.06,2025-02-04 14:10:08
