X (g),Y (g),Z (g),Timestamp
-0.19,0.35,1.0,2025-02-04 14:06:14
-0.18,0.36,1.01,2025-02-04 14:06:15
-0.19,0.36,1.01,2025-02-04 14:06:15
-0.2,0.35,0.98,2025-02-04 14:06:15
-0.21,0.33,0.95,2025-02-04 14:06:15
-0.22,0.3,0.91,2025-02-04 14:06:15
-0.23,0.28,0.88,2025-02-04 14:06:15
-0.24,0.26,0.86,2025-02-04 14:06:15
-0.25,0.24,0.85,2025-02-04 14:06:15
-0.25,0.24,0.84,2025-02-04 14:06:15
-0.25,0.25,0.84,2025-02-04 14:06:15
-0.25,0.26,0.84,2025-02-04 14:06:15
-0.24,0.28,0.87,2025-02-04 14:06:15
-0.23,0.3,0.89,2025-02-04 14:06:15
-0.21,0.32,0.91,2025-02-04 14:06:15
-0.21,0.33,0.92,2025-02-04 14:06:15
-0.21,0.34,0.92,2025-02-04 14:06:15
-0.21,0.33,0.91,2025-02-04 14:06:15
-0.22,0.31,0.89,2025-02-04 14:06:15
-0.23,0.3,0.86,2025-02-04 14:06:15
-0.23,0.29,0.85,2025-02-04 14:06:15
-0.22,0.29,0.84,2025-02-04 14:06:15
-0.22,0.29,0.85,2025-02-04 14:06:15
-0.21,0.29,0.86,2025-02-04 14:06:15
-0.2,0.3,0.89,2025-02-04 14:06:15
-0.19,0.32,0.92,2025-02-04 14:06:15
-0.17,0.33,0.94,2025-02-04 14:06:15
-0.17,0.32,0.94,2025-02-04 14:06:15
-0.17,0.32,0.95,2025-02-04 14:06:15
-0.17,0.32,0.94,2025-02-04 14:06:15
-0.17,0.32,0.93,2025-02-04 14:06:15
-0.18,0.31,0.91,2025-02-04 14:06:15
-0.19,0.28,0.9,2025-02-04 14:06:15
-0.2,0.26,0.9,2025-02-04 14:06:15
-0.2,0.24,0.9,2025-02-04 14:06:15
-0.2,0.24,0.9,2025-02-04 14:06:15
-0.19,0.24,0.91,2025-02-04 14:06:15
-0.18,0.26,0.92,2025-02-04 14:06:15
-0.17,0.29,0.93,2025-02-04 14:06:15
-0.16,0.31,0.94,2025-02-04 14:06:15
-0.16,0.33,0.93,2025-02-04 14:06:15
-0.17,0.33,0.93,2025-02-04 14:06:15
-0.17,0.32,0.92,2025-02-04 14:06:15
-0.18,0.3,0.91,2025-02-04 14:06:15
-0.19,0.28,0.9,2025-02-04 14:06:15
-0.2,0.26,0.89,2025-02-04 14:06:15
-0.2,0.25,0.89,2025-02-04 14:06:15
-0.2,0.26,0.88,2025-02-04 14:06:15
-0.2,0.26,0.88,2025-02-04 14:06:15
-0.19,0.28,0.88,2025-02-04 14:06:15
-0.18,0.28,0.88,2025-02-04 14:06:15
-0.18,0.29,0.87,2025-02-04 14:06:15
-0.18,0.29,0.87,2025-02-04 14:06:15
-0.18,0.27,0.86,2025-02-04 14:06:15
-0.19,0.26,0.85,2025-02-04 14:06:15
-0.19,0.24,0.84,2025-02-04 14:06:15
-0.18,0.22,0.83,2025-02-04 14:06:15
-0.18,0.2,0.82,2025-02-04 14:06:15
-0.19,0.18,0.79,2025-02-04 14:06:15
-0.2,0.15,0.77,2025-02-04 14:06:15
-0.2,0.13,0.74,2025-02-04 14:06:15
-0.19,0.12,0.73,2025-02-04 14:06:15
-0.19,0.1,0.71,2025-02-04 14:06:15
-0.18,0.1,0.71,2025-02-04 14:06:15
-0.15,0.14,0.74,2025-02-04 14:06:15
-0.12,0.15,0.75,2025-02-04 14:06:15
-0.11,0.15,0.75,2025-02-04 14:06:15
-0.11,0.13,0.73,2025-02-04 14:06:15
-0.11,0.12,0.72,2025-02-04 14:06:15
-0.11,0.1,0.68,2025-02-04 14:06:15
-0.11,0.07,0.65,2025-02-04 14:06:15
-0.1,0.05,0.61,2025-02-04 14:06:15
-0.08,0.08,0.58,2025-02-04 14:06:15
-0.05,0.11,0.58,2025-02-04 14:06:15
-0.01,0.17,0.59,2025-02-04 14:06:15
0.03,0.2,0.59,2025-02-04 14:06:15
0.05,0.23,0.61,2025-02-04 14:06:15
0.07,0.26,0.63,2025-02-04 14:06:15
0.09,0.25,0.65,2025-02-04 14:06:15
0.12,0.25,0.66,2025-02-04 14:06:15
0.14,0.24,0.67,2025-02-04 14:06:15
0.17,0.27,0.66,2025-02-04 14:06:15
0.2,0.28,0.64,2025-02-04 14:06:15
0.23,0.34,0.66,2025-02-04 14:06:15
0.27,0.44,0.66,2025-02-04 14:06:15
0.31,0.52,0.66,2025-02-04 14:06:15
0.36,0.58,0.68,2025-02-04 14:06:15
0.41,0.63,0.7,2025-02-04 14:06:15
0.44,0.61,0.7,2025-02-04 14:06:15
0.44,0.56,0.68,2025-02-04 14:06:15
0.44,0.52,0.67,2025-02-04 14:06:15
0.43,0.47,0.65,2025-02-04 14:06:15
0.45,0.48,0.66,2025-02-04 14:06:15
0.49,0.5,0.66,2025-02-04 14:06:15
0.52,0.46,0.66,2025-02-04 14:06:15
0.55,0.47,0.68,2025-02-04 14:06:15
0.58,0.48,0.7,2025-02-04 14:06:15
0.61,0.48,0.67,2025-02-04 14:06:15
0.64,0.5,0.63,2025-02-04 14:06:15
0.67,0.52,0.6,2025-02-04 14:06:15
0.69,0.53,0.6,2025-02-04 14:06:15
0.7,0.53,0.61,2025-02-04 14:06:15
0.73,0.56,0.66,2025-02-04 14:06:15
0.79,0.64,0.72,2025-02-04 14:06:15
0.86,0.63,0.74,2025-02-04 14:06:15
0.89,0.56,0.73,2025-02-04 14:06:15
0.88,0.49,0.71,2025-02-04 14:06:15
0.86,0.44,0.68,2025-02-04 14:06:15
0.82,0.38,0.62,2025-02-04 14:06:15
0.79,0.31,0.54,2025-02-04 14:06:15
0.77,0.29,0.47,2025-02-04 14:06:15
0.77,0.27,0.44,2025-02-04 14:06:15
0.81,0.34,0.47,2025-02-04 14:06:15
0.85,0.45,0.51,2025-02-04 14:06:15
0.92,0.52,0.53,2025-02-04 14:06:15
0.98,0.58,0.57,2025-02-04 14:06:15
1.0,0.6,0.57,2025-02-04 14:06:16
1.0,0.6,0.56,2025-02-04 14:06:16
0.98,0.57,0.53,2025-02-04 14:06:16
0.95,0.55,0.49,2025-02-04 14:06:16
0.92,0.51,0.45,2025-02-04 14:06:16
0.9,0.47,0.41,2025-02-04 14:06:16
0.87,0.38,0.36,2025-02-04 14:06:16
0.88,0.35,0.32,2025-02-04 14:06:16
0.86,0.32,0.3,2025-02-04 14:06:16
0.85,0.31,0.28,2025-02-04 14:06:16
0.85,0.32,0.27,2025-02-04 14:06:16
0.85,0.32,0.26,2025-02-04 14:06:16
0.86,0.3,0.26,2025-02-04 14:06:16
0.89,0.37,0.29,2025-02-04 14:06:16
0.9,0.36,0.29,2025-02-04 14:06:16
0.92,0.37,0.29,2025-02-04 14:06:16
0.93,0.38,0.28,2025-02-04 14:06:16
0.96,0.37,0.27,2025-02-04 14:06:16
0.97,0.36,0.25,2025-02-04 14:06:16
1.0,0.37,0.24,2025-02-04 14:06:16
1.03,0.38,0.23,2025-02-04 14:06:16
1.07,0.4,0.22,2025-02-04 14:06:16
1.08,0.35,0.19,2025-02-04 14:06:16
1.1,0.37,0.18,2025-02-04 14:06:16
1.1,0.36,0.17,2025-02-04 14:06:16
1.1,0.35,0.16,2025-02-04 14:06:16
1.09,0.34,0.16,2025-02-04 14:06:16
1.08,0.33,0.17,2025-02-04 14:06:16
1.07,0.3,0.18,2025-02-04 14:06:16
1.07,0.27,0.2,2025-02-04 14:06:16
1.07,0.28,0.19,2025-02-04 14:06:16
1.05,0.24,0.2,2025-02-04 14:06:16
1.04,0.24,0.2,2025-02-04 14:06:16
1.05,0.25,0.19,2025-02-04 14:06:16
1.06,0.24,0.18,2025-02-04 14:06:16
1.07,0.25,0.17,2025-02-04 14:06:16
1.06,0.24,0.16,2025-02-04 14:06:16
1.05,0.23,0.15,2025-02-04 14:06:16
1.04,0.24,0.14,2025-02-04 14:06:16
1.03,0.24,0.14,2025-02-04 14:06:16
1.01,0.22,0.13,2025-02-04 14:06:16
1.0,0.22,0.12,2025-02-04 14:06:16
0.98,0.21,0.11,2025-02-04 14:06:16
0.95,0.21,0.1,2025-02-04 14:06:16
0.94,0.21,0.09,2025-02-04 14:06:16
0.93,0.21,0.09,2025-02-04 14:06:16
0.94,0.21,0.09,2025-02-04 14:06:16
0.94,0.21,0.1,2025-02-04 14:06:16
0.95,0.22,0.1,2025-02-04 14:06:16
0.97,0.22,0.1,2025-02-04 14:06:16
0.98,0.24,0.1,2025-02-04 14:06:16
0.99,0.23,0.1,2025-02-04 14:06:16
0.99,0.24,0.1,2025-02-04 14:06:16
0.98,0.23,0.11,2025-02-04 14:06:16
0.96,0.22,0.11,2025-02-04 14:06:16
0.93,0.21,0.12,2025-02-04 14:06:16
0.9,0.2,0.1,2025-02-04 14:06:16
0.88,0.19,0.07,2025-02-04 14:06:16
0.87,0.18,0.05,2025-02-04 14:06:16
0.88,0.18,0.04,2025-02-04 14:06:16
0.91,0.19,0.03,2025-02-04 14:06:16
1.04,0.21,0.06,2025-02-04 14:06:16
1.07,0.21,0.06,2025-02-04 14:06:16
1.09,0.21,0.05,2025-02-04 14:06:16
1.09,0.21,0.05,2025-02-04 14:06:16
1.09,0.2,0.06,2025-02-04 14:06:16
1.08,0.18,0.07,2025-02-04 14:06:16
1.07,0.16,0.08,2025-02-04 14:06:16
1.04,0.15,0.06,2025-02-04 14:06:16
1.01,0.13,0.04,2025-02-04 14:06:16
0.98,0.15,0.02,2025-02-04 14:06:16
0.96,0.18,0.02,2025-02-04 14:06:16
0.95,0.21,0.03,2025-02-04 14:06:16
0.95,0.24,0.04,2025-02-04 14:06:16
0.94,0.27,0.07,2025-02-04 14:06:16
0.93,0.27,0.08,2025-02-04 14:06:16
0.92,0.28,0.08,2025-02-04 14:06:16
0.92,0.27,0.08,2025-02-04 14:06:16
0.92,0.28,0.07,2025-02-04 14:06:16
0.93,0.26,0.07,2025-02-04 14:06:16
0.94,0.24,0.08,2025-02-04 14:06:16
0.96,0.2,0.08,2025-02-04 14:06:16
0.97,0.19,0.07,2025-02-04 14:06:16
0.98,0.19,0.06,2025-02-04 14:06:16
0.98,0.19,0.06,2025-02-04 14:06:16
0.98,0.2,0.06,2025-02-04 14:06:16
0.97,0.2,0.06,2025-02-04 14:06:16
0.96,0.2,0.06,2025-02-04 14:06:16
0.94,0.2,0.05,2025-02-04 14:06:16
0.93,0.2,0.05,2025-02-04 14:06:16
0.93,0.2,0.04,2025-02-04 14:06:16
0.94,0.21,0.03,2025-02-04 14:06:16
0.95,0.22,0.02,2025-02-04 14:06:16
0.97,0.22,0.02,2025-02-04 14:06:16
0.99,0.22,0.02,2025-02-04 14:06:16
1.0,0.22,0.02,2025-02-04 14:06:16
1.02,0.22,0.03,2025-02-04 14:06:16
1.03,0.21,0.05,2025-02-04 14:06:16
1.05,0.2,0.06,2025-02-04 14:06:16
1.05,0.19,0.06,2025-02-04 14:06:16
1.05,0.18,0.04,2025-02-04 14:06:16
1.04,0.18,0.03,2025-02-04 14:06:16
1.02,0.18,0.02,2025-02-04 14:06:16
1.0,0.19,0.01,2025-02-04 14:06:16
0.99,0.19,0.01,2025-02-04 14:06:16
0.97,0.19,0.01,2025-02-04 14:06:16
0.96,0.19,0.01,2025-02-04 14:06:16
0.97,0.2,0.02,2025-02-04 14:06:16
0.98,0.2,0.03,2025-02-04 14:06:16
1.0,0.2,0.03,2025-02-04 14:06:16
1.03,0.18,0.02,2025-02-04 14:06:16
1.06,0.16,0.01,2025-02-04 14:06:17
1.1,0.14,-0.0,2025-02-04 14:06:17
1.15,0.13,-0.02,2025-02-04 14:06:17
1.2,0.11,-0.02,2025-02-04 14:06:17
1.25,0.09,-0.02,2025-02-04 14:06:17
1.28,0.07,-0.03,2025-02-04 14:06:17
1.28,0.06,-0.04,2025-02-04 14:06:17
1.27,0.05,-0.06,2025-02-04 14:06:17
1.27,0.04,-0.05,2025-02-04 14:06:17
1.28,0.02,-0.05,2025-02-04 14:06:17
1.28,0.0,-0.04,2025-02-04 14:06:17
1.26,0.0,-0.04,2025-02-04 14:06:17
1.21,0.01,-0.05,2025-02-04 14:06:17
1.15,0.03,-0.03,2025-02-04 14:06:17
1.11,0.03,-0.03,2025-02-04 14:06:17
1.05,0.02,-0.03,2025-02-04 14:06:17
1.01,0.01,-0.04,2025-02-04 14:06:17
0.97,-0.0,-0.05,2025-02-04 14:06:17
0.94,0.01,-0.04,2025-02-04 14:06:17
0.9,-0.01,-0.05,2025-02-04 14:06:17
0.87,-0.01,-0.04,2025-02-04 14:06:17
0.85,-0.01,-0.03,2025-02-04 14:06:17
0.83,-0.04,-0.03,2025-02-04 14:06:17
0.8,-0.07,-0.03,2025-02-04 14:06:17
0.78,-0.09,-0.03,2025-02-04 14:06:17
0.78,-0.12,-0.04,2025-02-04 14:06:17
0.79,-0.12,-0.03,2025-02-04 14:06:17
0.79,-0.12,-0.01,2025-02-04 14:06:17
0.78,-0.12,0.01,2025-02-04 14:06:17
0.79,-0.11,0.03,2025-02-04 14:06:17
0.8,-0.1,0.05,2025-02-04 14:06:17
0.8,-0.12,0.05,2025-02-04 14:06:17
0.84,-0.08,0.05,2025-02-04 14:06:17
0.86,-0.06,0.06,2025-02-04 14:06:17
0.88,-0.04,0.06,2025-02-04 14:06:17
0.87,-0.01,0.07,2025-02-04 14:06:17
0.85,0.0,0.08,2025-02-04 14:06:17
0.82,0.01,0.09,2025-02-04 14:06:17
0.8,0.01,0.1,2025-02-04 14:06:17
